font_size,font_is_bold,norm_x0,norm_y0,word_count,char_count,uppercase_ratio,ends_with_punctuation,numbering_pattern,node_degree,avg_neighbor_distance,font_size_ratio,bold_vs_neighbors,space_above,indentation_vs_below,page_idx,node_idx,text_snippet
15.960000038146973,0,0.15594868878133936,0.09101517031891178,4,36,0.1111111111111111,0,0,4,331.4294837257743,0.7419804598521244,0,0.0,-3.7755279541015625,1,0,Ontario’s Libraries 
32.040000915527344,0,0.14709852879343469,0.19762114322546756,14,95,0.21052631578947367,0,0,4,243.6935977896664,1.8319039714863925,0,84.43193054199219,1.6407699584960938,1,1,RFP: R
24.0,0,0.21536045448452817,0.3136363559299045,14,86,0.10465116279069768,0,0,4,210.22591324222142,1.2307692006730007,0,91.88404846191406,-40.135528564453125,1,2,To Present a Proposal for Developing 
20.040000915527344,0,0.3892820271012051,0.4324037956468987,3,14,0.07142857142857142,0,0,4,224.05677115754577,0.9780381001960757,0,94.06381225585938,-146.57553100585938,1,3,"March 21, 2003 "
9.960000038146973,0,0.149779525457644,0.8765960847488558,40,262,0.026717557251908396,1,0,4,490.5153575441186,0.43285527318007494,0,351.80029296875,0.0,1,4,The Ontario Digital Library will make Ontario a be
20.040000915527344,0,0.1471251693426394,0.11186365647749467,3,25,0.12,0,0,4,174.69848770644958,1.6019185396326483,0,0.0,42.00140380859375,2,0,Ontario’s Digital Library 
15.960000038146973,0,0.1471251693426394,0.15191424976695667,11,79,0.11392405063291139,0,0,4,154.74217823434492,1.1796008714454442,0,31.720069885253906,42.00140380859375,2,1,A Critical Component for Implementing Ontario’s Ro
12.0,0,0.15692909091126686,0.24712119439635613,1,7,0.14285714285714285,0,0,4,187.8153322611983,0.8264462685070982,0,75.40390014648438,36.00140380859375,2,2,Summary 
11.039999961853027,0,0.15692909091126686,0.2885969720705591,68,420,0.04285714285714286,0,0,4,153.33393608092743,0.7479674654916573,0,32.84881591796875,36.00140380859375,2,3,The purpose of this Request for Proposal (RFP) is 
11.039999961853027,0,0.2157549141279233,0.3837333062682489,86,550,0.02181818181818182,0,0,7,190.61678319782763,0.8460960854937116,0,75.34797668457031,-36.00236511230469,2,4,"how the ODL will be implemented, including the tim"
11.039999961853027,0,0.15692904104594313,0.5593139186049952,19,112,0.0625,0,0,5,126.62727248273151,1.015132408108134,0,139.05984497070312,3.814697265625e-05,2,5,This business plan must be completed and approved 
11.039999961853027,1,0.15692910337759777,0.6064290904035472,1,9,0.1111111111111111,0,0,4,208.79281556904078,1.018987341184089,0,37.315216064453125,-0.00096893310546875,2,6,Timeline: 
10.45714282989502,1,0.15692910337759777,0.6374860050702336,27,172,0.040697674418604654,1,0,7,136.11691628754983,0.9854604206557037,0,24.597076416015625,-6.000007629394531,2,7,Those firms/consultants intended to submit a propo
10.799999978807238,1,0.15692752015356923,0.6846539275814788,38,258,0.08527131782945736,1,0,7,130.75665396547464,1.0224901474737742,0,37.35699462890625,-5.9990386962890625,2,8,"Proposals may be e-mailed, mailed, couriered or fa"
11.039999961853027,1,0.15692752015356923,0.7637423891009707,45,282,0.014184397163120567,1,0,6,124.44931164852215,1.057181942122477,0,62.6380615234375,-5.9990386962890625,2,9,Those proposals that are short-listed will be invi
11.039999961853027,1,0.1569275450862311,0.8426672424932923,23,131,0.015267175572519083,1,0,4,95.61383678212349,1.0882974222274013,0,62.50848388671875,0.00095367431640625,2,10,Contracts with the firm/consultant will be signed 
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,138.68898320188495,0.7642405058880667,0,63.58740234375,0.0,2,11,RFP: To Develop the Ontario Digital Library Busine
11.039999961853027,0,0.15692909091126686,0.09117274814181858,25,141,0.02127659574468085,1,0,4,178.86526076217126,0.9850860410562325,0,0.0,-6.0,3,0,Please note that we reserve the right not to selec
10.748571395874023,1,0.15689301334954556,0.13828788140807488,76,481,0.02079002079002079,1,0,4,139.93069769091701,0.9528875375120882,1,37.315185546875,-5.9779205322265625,3,1,If you require further information or have any que
12.0,0,0.15692909091126686,0.260303015660758,1,10,0.1,0,0,4,199.74991007970726,1.0941774167219227,0,96.635986328125,-6.0,3,2,Background 
11.039999961853027,0,0.1471251693426394,0.3019303023213088,50,347,0.04899135446685879,1,0,5,144.1442287013914,0.9880331381878356,0,32.96881103515625,0.0,3,3,"First, some background on the ODL. For the last tw"
11.039999961853027,0,0.1471251693426394,0.38085505938289144,82,505,0.009900990099009901,1,0,6,170.66900437202307,0.9900076857158259,0,62.50840759277344,0.0,3,4,Libraries that serve very different clientele reco
11.039999961853027,0,0.1471251693426394,0.4918963114420573,94,615,0.011382113821138212,1,0,4,135.27562555946753,1.0,0,87.94467163085938,1.52587890625e-05,3,5,We are moving into a period of convergence. With c
11.039999961853027,1,0.1471251693426394,0.6186890650277186,99,619,0.04038772213247173,1,0,6,143.34628867259497,1.0434782608695652,0,100.41986083984375,0.0,3,6,The concept of an ODL is a key element in The Road
11.039999961853027,0,0.14712519427530127,0.7465551357076625,33,192,0.026041666666666668,1,0,5,103.39842506330338,1.0526315789473684,0,101.26992797851562,-1.52587890625e-05,3,7,Libraries have long been a key delivery point for 
11.039999961853027,0,0.14712519427530127,0.8103417290581597,29,183,0.0273224043715847,1,0,4,73.33782237690392,1.0666666666666667,0,50.51898193359375,-1.52587890625e-05,3,8,Libraries have a long tradition of using a practic
11.039999961853027,0,0.14712519427530127,0.8583769364790483,41,277,0.05054151624548736,0,0,4,84.18788744641076,1.0666666666666667,0,38.04388427734375,-1.52587890625e-05,3,9,Jurisdiction-wide digital libraries are very pract
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,113.2325205802554,0.75,0,51.14532470703125,0.0,3,10,RFP: To Develop the Ontario Digital Library Busine
11.039999961853027,0,0.14711231655544704,0.09106123567831637,149,989,0.047522750252780584,1,0,4,202.82397723188265,1.0,0,0.0,0.0,4,0,was incorporated in 1997 as a province-wide librar
11.039999961853027,0,0.14711231655544704,0.29860465695159605,79,543,0.02578268876611418,1,0,5,129.32600987995482,1.0,0,164.3743896484375,0.0,4,1,The ODL will be a partnership-based organization p
11.039999961853027,0,0.14711231655544704,0.4096458512123185,10,55,0.07272727272727272,0,0,5,118.6070027122549,1.0,0,87.94462585449219,0.0,4,2,The principles which will define and guide the ODL
11.039999961853027,1,0.14711231655544704,0.4407028044113005,5,35,0.05714285714285714,0,0,5,138.05341519100892,1.0,0,24.59710693359375,0.0,4,3,Equitable access for all Ontarians: 
11.039999961853027,0,0.1765162399391723,0.47191311614681974,14,103,0.019417475728155338,0,0,6,123.72827789583359,1.0,0,24.71856689453125,0.0,4,4,"We will bring consistent, high-quality electronic "
11.039999961853027,0,0.1765162399391723,0.5188749294088344,17,112,0.008928571428571428,1,0,5,93.38964438534421,1.0,0,37.193756103515625,-17.995201110839844,4,5,We will eliminate barriers to the access to inform
11.039999961853027,1,0.14711231655544704,0.5659900626750908,4,42,0.023809523809523808,0,0,6,126.21447099445264,1.0,0,37.315185546875,0.0,4,6,Shared decision-making and accountability: 
11.039999961853027,0,0.1765162399391723,0.59720037441061,14,104,0.038461538461538464,0,0,5,84.17811714354727,1.0,0,24.71856689453125,0.0,4,7,We will facilitate consensus among members regardi
11.039999961853027,0,0.1765162399391723,0.6441621876726247,20,117,0.008547008547008548,1,0,4,75.06358723381507,1.0,0,37.193756103515625,0.0,4,8,We will balance the interests and realities of sma
11.039999961853027,1,0.14711231655544704,0.691277320938881,3,28,0.03571428571428571,0,0,4,102.73129897753175,1.0,0,99.22750854492188,17.995201110839844,4,9,Shared governance structure: 
11.039999961853027,0,0.1765162399391723,0.7224876326744003,12,69,0.014492753623188406,1,0,8,104.55701095783527,1.032258064516129,0,24.71856689453125,-17.987335205078125,4,10,We will share decision-making in order to enable t
11.039999961853027,0,0.1765162399391723,0.7535446629379735,12,68,0.014705882352941176,1,0,7,98.36473811200979,1.037037037037037,0,24.59716796875,-17.987335205078125,4,11,We will work based on an underlying assumption of 
11.039999961853027,1,0.14711231655544704,0.7846016161369554,2,15,0.06666666666666667,0,0,4,139.46738016914637,1.0,0,24.59710693359375,0.0,4,12,Shared funding: 
11.039999961853027,1,0.1765162399391723,0.8158119278724747,21,137,0.014598540145985401,1,0,4,70.08227968352277,1.0666666666666667,0,49.315673828125,-17.987335205078125,4,13,"We will leverage provincial, institutional, and lo"
11.039999961853027,0,0.17651626487183414,0.8629270611387311,28,167,0.005988023952095809,1,0,4,77.25393951525528,1.0666666666666667,0,37.315185546875,-1.52587890625e-05,4,14,We will be willing to pool talents and dollars in 
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,105.93862872389212,0.75,0,47.5416259765625,0.0,4,15,RFP: To Develop the Ontario Digital Library Busine
11.039999961853027,1,0.14705833734250537,0.09104720992271347,4,22,0.045454545454545456,0,0,4,134.73547854353095,1.0,0,0.0,0.0,5,0,Local points of entry: 
11.039999961853027,0,0.18627559437471278,0.12302423727632773,30,220,0.01818181818181818,1,0,4,141.9741940690999,1.0,0,25.3258056640625,-24.000961303710938,5,1,"We will provide the licenses, infrastructure, serv"
11.039999961853027,0,0.14705833734250537,0.18681090769141612,6,42,0.09523809523809523,0,0,5,100.36506889603804,1.0,0,50.51904296875,0.0,5,2,Services envisioned for the ODL’s include: 
11.039999961853027,1,0.14705833734250537,0.21878785798043915,1,7,0.14285714285714285,0,0,4,106.22521804530929,1.0,0,25.32574462890625,17.995201110839844,5,3,Access: 
11.039999961853027,0,0.17646226072623059,0.23484603804771345,24,176,0.005681818181818182,0,0,4,101.66338436384783,1.0,0,38.0438232421875,-17.995201110839844,5,4,"to the “deep” web (i.e. Commercial, purchased elec"
11.039999961853027,1,0.14705833734250537,0.31469096559466736,3,20,0.1,0,0,6,112.92363827203536,1.0,0,63.2371826171875,0.0,5,5,Guidance and Advice: 
11.039999961853027,1,0.14705833734250537,0.33059576785925665,23,147,0.006802721088435374,0,0,6,116.69667228512485,1.0,0,75.83378601074219,17.995201110839844,5,6,to support e-learning 
11.039999961853027,0,0.17646226072623059,0.39452184811987057,7,42,0.0,0,0,6,93.93629775345015,1.0,0,50.62945556640625,0.0,5,7,for library workers 
11.039999961853027,1,0.14705833734250537,0.4424036584719263,4,34,0.08823529411764706,0,0,8,99.45703715733038,1.0,0,37.922393798828125,-7.62939453125e-06,5,8,Provincial Purchasing & Licensing: 
11.039999961853027,0,0.17646226072623059,0.45830851853495896,11,67,0.0,0,0,5,97.17219773526318,1.0,0,12.596649169921875,-17.995193481445312,5,9,of electronic content on a consortia basis for all
11.039999961853027,1,0.14705833734250537,0.490285468823982,2,22,0.09090909090909091,0,0,4,78.52677065671023,1.0,0,37.922393798828125,-7.62939453125e-06,5,10,Technological Support: 
11.039999961853027,0,0.17646226072623059,0.5063436488912563,29,176,0.017045454545454544,0,0,5,128.9772802110586,1.0,0,38.0438232421875,54.007659912109375,5,11,of common standards for the preservation and archi
11.039999961853027,0,0.1470583498088363,0.5886139147209398,6,31,0.12903225806451613,1,0,6,112.30279777406223,1.0,0,65.15805053710938,-7.62939453125e-06,5,12,What could the ODL really mean? 
11.039999961853027,0,0.14705832487617443,0.6234484971171678,7,39,0.05128205128205128,0,0,7,154.04655782419675,1.037037037037037,0,27.5889892578125,0.0409088134765625,5,13,For each Ontario citizen it could mean: 
11.039999961853027,0,0.26471007104013483,0.6396599971886837,72,509,0.007858546168958742,0,0,5,153.88477152504987,1.0526315789473684,0,12.839508056640625,-71.96195983886719,5,14,One local point of entry to access seamless electr
11.039999961853027,0,0.14705833734250537,0.7982624709004104,7,39,0.05128205128205128,0,0,5,154.68267536884807,1.0526315789473684,0,125.6131591796875,7.62939453125e-06,5,15,For each Ontario student it could mean: 
11.039999961853027,0,0.26471009597279666,0.8144739324396307,28,218,0.009174311926605505,0,0,4,137.86064344315375,1.0666666666666667,0,12.8394775390625,-72.00288391113281,5,16,"One local point of entry to quality, curriculum- b"
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,167.1558487794682,0.75,1,85.91650390625,0.0,5,17,RFP: To Develop the Ontario Digital Library Busine
11.039999961853027,0,0.26477157991696026,0.09117274814181858,22,146,0.00684931506849315,0,0,4,160.13292670971236,1.0,0,0.0,0.0,6,0,Confidence that the services and resources people 
11.039999961853027,0,0.14711982128666898,0.13890123848963265,7,39,0.05128205128205128,0,0,4,165.47996369594915,1.0,0,37.80096435546875,72.00287628173828,6,1,For each Ontario library it could mean: 
11.039999961853027,0,0.26477157991696026,0.1551127770934442,57,397,0.007556675062972292,0,0,4,132.7087934559325,1.0,0,12.83953857421875,-72.00289154052734,6,2,One point of entry for themselves and their client
11.039999961853027,0,0.1471197963540071,0.2826721692326093,7,41,0.04878048780487805,0,0,5,163.23859327195493,1.0,0,101.02703857421875,1.52587890625e-05,6,3,For the Ontario government it could mean: 
11.039999961853027,1,0.26477157991696026,0.2987303492998836,81,560,0.017857142857142856,0,0,6,159.6810897192947,1.0,1,12.71807861328125,-71.9918441772461,6,4,A point of entry to information services and resou
11.039999961853027,0,0.14711982128666898,0.45840604377515387,40,268,0.048507462686567165,1,0,5,122.53285375554887,0.9829059821802829,0,126.46315002441406,0.00327301025390625,6,5,ODL will be an incorporated non-profit organizatio
11.039999961853027,0,0.1471378476011987,0.5215793956409801,19,125,0.032,1,0,4,100.11019976564069,0.9787234033558979,0,50.033294677734375,5.992240905761719,6,6,"More information regarding the envisioned phasing,"
12.0,0,0.15692909091126686,0.5796969635318024,6,33,0.12121212121212122,0,0,6,166.67571926504937,1.134215504864282,0,46.02911376953125,-6.0,6,7,The Business Plan to be Developed 
11.039999961853027,0,0.1471251693426394,0.6358695752692946,59,388,0.02577319587628866,1,0,6,139.3386306373276,1.0279329602324283,0,44.48870849609375,0.0,6,8,The business plan which needs to be developed for 
11.039999961853027,0,0.1471251693426394,0.7300999188663984,6,45,0.022222222222222223,0,0,4,146.3894073893077,1.0424929168265809,0,74.63043212890625,0.0,6,9,"Specifically, the business plan must include: "
11.039999961853027,0,0.2134013207130183,0.7620768691554214,78,500,0.018,0,0,4,147.51246515293877,1.0424929168265809,0,25.32574462890625,-34.561004638671875,6,10,"how the ODL will be implemented, including the tim"
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,190.32903524291766,0.7340425525169234,1,127.41497802734375,0.0,6,11,RFP: To Develop the Ontario Digital Library Busine
11.039999961853027,0,0.215753094043607,0.09117274814181858,16,110,0.02727272727272727,0,0,4,159.89505575214653,0.9787234033558979,0,0.0,-36.00028991699219,7,0,the marketing and communications plan for the ODL 
11.039999961853027,1,0.1471319260940053,0.13905451996157867,35,240,0.020833333333333332,1,0,4,133.8559706192956,1.0,0,37.92236328125,17.995864868164062,7,1,The process of developing this business plan must 
11.039999961853027,1,0.1471319260940053,0.20299447184861308,74,532,0.015037593984962405,1,0,5,131.23117342151235,0.9829059821802829,0,50.64044189453125,5.9958648681640625,7,2,The business plan for the ODL must address signifi
12.0,0,0.15692909091126686,0.34106059989543874,1,10,0.1,0,0,5,185.45500132706775,1.0683760712788684,0,109.34837341308594,12.0,7,3,Milestones 
11.039999961853027,1,0.17653693404852175,0.38253633903734613,10,56,0.03571428571428571,1,0,7,139.6750754375191,0.9757575747358861,0,32.848785400390625,-8.520004272460938,7,4,1) A preliminary report will be issued during June
11.039999961853027,1,0.17653693404852175,0.4135932922363281,35,205,0.01951219512195122,1,0,7,135.3395234633402,0.9757575747358861,0,24.59710693359375,-18.000015258789062,7,5,"2) It is expected that an Interim Report, suitable"
11.039999961853027,1,0.17653693404852175,0.47676664410215436,20,115,0.06086956521739131,1,0,5,103.4121679783281,0.9829059821802829,0,50.033294677734375,-18.000015258789062,7,6,3) The business plan must be completed and approve
12.0,0,0.16261535843992544,0.5348484540226484,5,43,0.09302325581395349,0,0,8,152.1685685941964,1.1095700449110666,0,46.00079345703125,-9.479995727539062,7,7,Approach and Specific Proposal Requirements 
11.039999961853027,1,0.14712514440997754,0.5764757406831992,58,402,0.022388059701492536,1,0,6,135.1350136571646,1.0279329602324283,0,32.96881103515625,1.52587890625e-05,7,8,The firm/consultant (or proposed team of consultan
11.039999961853027,0,0.14712514440997754,0.6714588512073864,7,54,0.018518518518518517,0,0,5,148.0093799305791,1.0337078643658846,0,75.22662353515625,1.52587890625e-05,7,9,The proposal should include the following informat
11.039999961853027,0,0.17652906779370275,0.7025158044063684,85,588,0.0,0,1,4,144.62665797261408,1.0424929168265809,0,24.59710693359375,-8.515190124511719,7,10,a) name of the firm/consultant 
8.27999997138977,1,0.1471251693426394,0.9229543666646938,12,70,0.15714285714285714,0,0,4,224.6530850329105,0.7340425525169234,0,174.58734130859375,0.0,7,11,RFP: To Develop the Ontario Digital Library Busine
12.0,0,0.15692909091126686,0.10227274653887508,5,35,0.08571428571428572,0,0,4,156.34618261280568,1.0869565254949367,0,0.0,-6.0,8,0,Evaluation and Awarding of Contract 
11.039999961853027,0,0.1471251693426394,0.1551121605767144,49,275,0.01818181818181818,1,0,5,123.61452979020407,0.9829059821802829,0,41.84881591796875,0.0,8,1,The contract will be awarded to the bidder whose s
11.039999961853027,0,0.1471251693426394,0.21813211537370777,11,88,0.011363636363636364,0,0,6,179.9003586243442,1.0279329602324283,0,49.91180419921875,0.0,8,2,"Specifically, proposals will be evaluated proposal"
